Date Time, Monitor ID, Location ID, CO2(ppm), NO2(ppm), PM10(ppm), PM2.5(ppm)
02/06/2022 14:03,1,3, , ,0.005,0.001
02/06/2022 14:04,1,3, , ,0.001,0.001
02/06/2022 14:05,1,3, , ,0.001,0
02/06/2022 14:06,1,3, , ,0,0
02/06/2022 14:07,1,3, , ,0,0
02/06/2022 14:08,1,3, , ,0.001,0
02/06/2022 14:09,1,3, , ,0.001,0.001
02/06/2022 14:10,1,3, , ,0.002,0.001
02/06/2022 14:11,1,3, , ,0,0
02/06/2022 14:12,1,3, , ,0.001,0.001
02/06/2022 14:13,1,3, , ,0,0
02/06/2022 14:14,1,3, , ,0,0
02/06/2022 14:15,1,3, , ,0.001,0
02/06/2022 14:16,1,3, , ,0.001,0
02/06/2022 14:17,1,3, , ,0,0
02/06/2022 14:18,1,3, , ,0.008,0.001
02/06/2022 14:19,1,3, , ,0,0
02/06/2022 14:20,1,3, , ,0.001,0
02/06/2022 14:21,1,3, , ,0,0
02/06/2022 14:22,1,3, , ,0.003,0.001
02/06/2022 14:23,1,3, , ,0.002,0.001
02/06/2022 14:24,1,3, , ,0.002,0.001
02/06/2022 14:25,1,3, , ,0.001,0
02/06/2022 14:26,1,3, , ,0.001,0.001
02/06/2022 14:27,1,3, , ,0.001,0.001
02/06/2022 14:28,1,3, , ,0.003,0.002
02/06/2022 14:29,1,3, , ,0.001,0
02/06/2022 14:30,1,3, , ,0.001,0
02/06/2022 14:31,1,3, , ,0.004,0.001
02/06/2022 14:32,1,3, , ,0.001,0
02/06/2022 14:33,1,3, , ,0,0
02/06/2022 14:34,1,3, , ,0.001,0
02/06/2022 14:35,1,3, , ,0.021,0.001
02/06/2022 14:36,1,3, , ,0.001,0.001
02/06/2022 14:37,1,3, , ,0.001,0
02/06/2022 14:38,1,3, , ,0,0
02/06/2022 14:39,1,3, , ,0.001,0.001
02/06/2022 14:40,1,3, , ,0.001,0
02/06/2022 14:41,1,3, , ,0,0
02/06/2022 14:42,1,3, , ,0.005,0.001
02/06/2022 14:43,1,3, , ,0.001,0
02/06/2022 14:44,1,3, , ,0,0
02/06/2022 14:45,1,3, , ,0,0
02/06/2022 14:46,1,3, , ,0.001,0
02/06/2022 14:47,1,3, , ,0.001,0.001
02/06/2022 14:48,1,3, , ,0.001,0.001
02/06/2022 14:49,1,3, , ,0.001,0
02/06/2022 14:50,1,3, , ,0.003,0.001
02/06/2022 14:51,1,3, , ,0,0
02/06/2022 14:52,1,3, , ,0,0
02/06/2022 14:53,1,3, , ,0.001,0.001
02/06/2022 14:54,1,3, , ,0.003,0.001
02/06/2022 14:55,1,3, , ,0.001,0
02/06/2022 14:56,1,3, , ,0.001,0
02/06/2022 14:57,1,3, , ,0,0
02/06/2022 14:58,1,3, , ,0.001,0.001
02/06/2022 14:59,1,3, , ,0.001,0
02/06/2022 15:00,1,3, , ,0.001,0
02/06/2022 15:01,1,3, , ,0,0
02/06/2022 15:02,1,3, , ,0.001,0.001
02/06/2022 15:03,1,3, , ,0.002,0.001
02/06/2022 15:04,1,3, , ,0.001,0
02/06/2022 15:05,1,3, , ,0.001,0
02/06/2022 15:06,1,3, , ,0.001,0
02/06/2022 15:07,1,3, , ,0.001,0
02/06/2022 15:08,1,3, , ,0.001,0
02/06/2022 15:09,1,3, , ,0.003,0.001
02/06/2022 15:10,1,3, , ,0.001,0.001
02/06/2022 15:11,1,3, , ,0.001,0.001
02/06/2022 15:12,1,3, , ,0.001,0
02/06/2022 15:13,1,3, , ,0,0
02/06/2022 15:14,1,3, , ,0.001,0.001
02/06/2022 15:15,1,3, , ,0,0
02/06/2022 15:16,1,3, , ,0,0
02/06/2022 15:17,1,3, , ,0,0
02/06/2022 15:18,1,3, , ,0,0
02/06/2022 15:19,1,3, , ,0.003,0.001
02/06/2022 15:20,1,3, , ,0.001,0
02/06/2022 15:21,1,3, , ,0.001,0
02/06/2022 15:22,1,3, , ,0.001,0.001
02/06/2022 15:23,1,3, , ,0,0
02/06/2022 15:24,1,3, , ,0.007,0.001
02/06/2022 15:25,1,3, , ,0,0
02/06/2022 15:26,1,3, , ,0.001,0.001
02/06/2022 15:27,1,3, , ,0,0
02/06/2022 15:28,1,3, , ,0.001,0
02/06/2022 15:29,1,3, , ,0.001,0.001
02/06/2022 15:30,1,3, , ,0.001,0
02/06/2022 15:31,1,3, , ,0.002,0.001
02/06/2022 15:32,1,3, , ,0,0
02/06/2022 15:33,1,3, , ,0.001,0
02/06/2022 15:34,1,3, , ,0,0
02/06/2022 15:35,1,3, , ,0.001,0
02/06/2022 15:36,1,3, , ,0.001,0
02/06/2022 15:37,1,3, , ,0.001,0
02/06/2022 15:38,1,3, , ,0,0
02/06/2022 15:39,1,3, , ,0,0
02/06/2022 15:40,1,3, , ,0.001,0
02/06/2022 15:41,1,3, , ,0.001,0
02/06/2022 15:42,1,3, , ,0.001,0
02/06/2022 15:43,1,3, , ,0,0
02/06/2022 15:44,1,3, , ,0,0
02/06/2022 15:45,1,3, , ,0.001,0
02/06/2022 15:46,1,3, , ,0,0
02/06/2022 15:47,1,3, , ,0,0
02/06/2022 15:48,1,3, , ,0.001,0.001
02/06/2022 15:49,1,3, , ,0,0
02/06/2022 15:50,1,3, , ,0,0
02/06/2022 15:51,1,3, , ,0,0
02/06/2022 15:52,1,3, , ,0,0
02/06/2022 15:53,1,3, , ,0,0
02/06/2022 15:54,1,3, , ,0.001,0
02/06/2022 15:55,1,3, , ,0.001,0.001
02/06/2022 15:56,1,3, , ,0.004,0.001
02/06/2022 15:57,1,3, , ,0.001,0.001
02/06/2022 15:58,1,3, , ,0,0
02/06/2022 15:59,1,3, , ,0,0
02/06/2022 16:00,1,3, , ,0.001,0.001
02/06/2022 16:01,1,3, , ,0,0
02/06/2022 16:02,1,3, , ,0,0
02/06/2022 16:03,1,3, , ,0,0
03/06/2022 14:24,1,3, , ,0.001,0.001
03/06/2022 14:25,1,3, , ,0.001,0.001
03/06/2022 14:26,1,3, , ,0.002,0.002
03/06/2022 14:27,1,3, , ,0.001,0.001
03/06/2022 14:28,1,3, , ,0.001,0.001
03/06/2022 14:29,1,3, , ,0.001,0.001
03/06/2022 14:30,1,3, , ,0.002,0.002
03/06/2022 14:31,1,3, , ,0.001,0.001
03/06/2022 14:32,1,3, , ,0.001,0.001
03/06/2022 14:33,1,3, , ,0.001,0.001
03/06/2022 14:34,1,3, , ,0.001,0.001
03/06/2022 14:35,1,3, , ,0.001,0
03/06/2022 14:36,1,3, , ,0.001,0.001
03/06/2022 14:37,1,3, , ,0.001,0.001
03/06/2022 14:38,1,3, , ,0.021,0.002
03/06/2022 14:39,1,3, , ,0,0
03/06/2022 14:40,1,3, , ,0,0
03/06/2022 14:41,1,3, , ,0.002,0.001
03/06/2022 14:42,1,3, , ,0.002,0.001
03/06/2022 14:43,1,3, , ,0.001,0.001
03/06/2022 14:44,1,3, , ,0.001,0.001
03/06/2022 14:45,1,3, , ,0.001,0.001
03/06/2022 14:46,1,3, , ,0,0
03/06/2022 14:47,1,3, , ,0.002,0.001
03/06/2022 14:48,1,3, , ,0.004,0.001
03/06/2022 14:49,1,3, , ,0.002,0.001
03/06/2022 14:50,1,3, , ,0.008,0.002
03/06/2022 14:51,1,3, , ,0.001,0.001
03/06/2022 14:52,1,3, , ,0.001,0.001
03/06/2022 14:53,1,3, , ,0.002,0.001
03/06/2022 14:54,1,3, , ,0.001,0.001
03/06/2022 14:55,1,3, , ,0.001,0.001
03/06/2022 14:56,1,3, , ,0.002,0
03/06/2022 14:57,1,3, , ,0.001,0.001
03/06/2022 14:58,1,3, , ,0.002,0.001
03/06/2022 14:59,1,3, , ,0.001,0.001
03/06/2022 15:00,1,3, , ,0.002,0.001
03/06/2022 15:01,1,3, , ,0,0.001
03/06/2022 15:02,1,3, , ,0.001,0.001
03/06/2022 15:03,1,3, , ,0.001,0.001
03/06/2022 15:04,1,3, , ,0.002,0.001
03/06/2022 15:05,1,3, , ,0.002,0.001
03/06/2022 15:06,1,3, , ,0.012,0.001
03/06/2022 15:07,1,3, , ,0.001,0.001
03/06/2022 15:08,1,3, , ,0.001,0.001
03/06/2022 15:09,1,3, , ,0.001,0.001
03/06/2022 15:10,1,3, , ,0.001,0.001
03/06/2022 15:11,1,3, , ,0.001,0
03/06/2022 15:12,1,3, , ,0.001,0
03/06/2022 15:13,1,3, , ,0.001,0.001
03/06/2022 15:14,1,3, , ,0.001,0.001
03/06/2022 15:15,1,3, , ,0.002,0.001
03/06/2022 15:16,1,3, , ,0.001,0.001
03/06/2022 15:17,1,3, , ,0.001,0.001
03/06/2022 15:18,1,3, , ,0.001,0.001
03/06/2022 15:19,1,3, , ,0.001,0
03/06/2022 15:20,1,3, , ,0,0
03/06/2022 15:21,1,3, , ,0.001,0.001
03/06/2022 15:22,1,3, , ,0.001,0.001
03/06/2022 15:23,1,3, , ,0.001,0.001
03/06/2022 15:24,1,3, , ,0.005,0.001
03/06/2022 15:25,1,3, , ,0.002,0.001
03/06/2022 15:26,1,3, , ,0,0
03/06/2022 15:27,1,3, , ,0.002,0.001
03/06/2022 15:28,1,3, , ,0,0
03/06/2022 15:29,1,3, , ,0.006,0.002
03/06/2022 15:30,1,3, , ,0.002,0.001
03/06/2022 15:31,1,3, , ,0.001,0.001
03/06/2022 15:32,1,3, , ,0.001,0.001
03/06/2022 15:33,1,3, , ,0.001,0
03/06/2022 15:34,1,3, , ,0.001,0
03/06/2022 15:35,1,3, , ,0.001,0.001
03/06/2022 15:36,1,3, , ,0.001,0.001
03/06/2022 15:37,1,3, , ,0.001,0.001
03/06/2022 15:38,1,3, , ,0.01,0.001
03/06/2022 15:39,1,3, , ,0.002,0.001
03/06/2022 15:40,1,3, , ,0.001,0.001
03/06/2022 15:41,1,3, , ,0.001,0.001
03/06/2022 15:42,1,3, , ,0.001,0.001
03/06/2022 15:43,1,3, , ,0.007,0.001
03/06/2022 15:44,1,3, , ,0.001,0.001
03/06/2022 15:45,1,3, , ,0.002,0.001
03/06/2022 15:46,1,3, , ,0.006,0.001
03/06/2022 15:47,1,3, , ,0.001,0
03/06/2022 15:48,1,3, , ,0.001,0.001
03/06/2022 15:49,1,3, , ,0,0
03/06/2022 15:50,1,3, , ,0.002,0.001
03/06/2022 15:51,1,3, , ,0.006,0.002
03/06/2022 15:52,1,3, , ,0.001,0
03/06/2022 15:53,1,3, , ,0.001,0
03/06/2022 15:54,1,3, , ,0.001,0.001
03/06/2022 15:55,1,3, , ,0.003,0.001
03/06/2022 15:56,1,3, , ,0.003,0.001
03/06/2022 15:57,1,3, , ,0.001,0
03/06/2022 15:58,1,3, , ,0,0
03/06/2022 15:59,1,3, , ,0.002,0.001
03/06/2022 16:00,1,3, , ,0.002,0
03/06/2022 16:01,1,3, , ,0.004,0.001
03/06/2022 16:02,1,3, , ,0,0
03/06/2022 16:03,1,3, , ,0.002,0
03/06/2022 16:04,1,3, , ,0.003,0.001
03/06/2022 16:05,1,3, , ,0.002,0.001
03/06/2022 16:06,1,3, , ,0,0
03/06/2022 16:07,1,3, , ,0,0
03/06/2022 16:08,1,3, , ,0.002,0.001
03/06/2022 16:09,1,3, , ,0.002,0.001
03/06/2022 16:10,1,3, , ,0,0
03/06/2022 16:11,1,3, , ,0,0
03/06/2022 16:12,1,3, , ,0.004,0.002
03/06/2022 16:13,1,3, , ,0.001,0.001
03/06/2022 16:14,1,3, , ,0,0
03/06/2022 16:15,1,3, , ,0,0
03/06/2022 16:16,1,3, , ,0,0
03/06/2022 16:17,1,3, , ,0.002,0.001
03/06/2022 16:18,1,3, , ,0.001,0.001
03/06/2022 16:19,1,3, , ,0.001,0.001
03/06/2022 16:20,1,3, , ,0,0
03/06/2022 16:21,1,3, , ,0.001,0
03/06/2022 16:22,1,3, , ,0.003,0.001
07/06/2022 16:31,1,3, ,0,0.001,0.001
07/06/2022 16:32,1,3, ,0,0.001,0.001
07/06/2022 16:33,1,3, ,0.001,0.001,0.001
07/06/2022 16:34,1,3, ,0.001,0.001,0.001
07/06/2022 16:35,1,3, ,0,0.002,0.001
07/06/2022 16:36,1,3, ,0,0.003,0.001
07/06/2022 16:37,1,3, ,0,0.002,0.001
07/06/2022 16:38,1,3, ,0,0.001,0.001
07/06/2022 16:39,1,3, ,0,0,0
07/06/2022 16:40,1,3, ,0,0.001,0
07/06/2022 16:41,1,3, ,0,0,0
07/06/2022 16:42,1,3, ,0,0,0
07/06/2022 16:43,1,3, ,0,0.002,0.001
07/06/2022 16:44,1,3, ,0,0.001,0
07/06/2022 16:45,1,3, ,0,0.001,0
07/06/2022 16:46,1,3, ,0,0.001,0
07/06/2022 16:47,1,3, ,0.003,0.001,0
07/06/2022 16:48,1,3, ,0.004,0.003,0.001
07/06/2022 16:49,1,3, ,0.004,0.001,0.001
07/06/2022 16:50,1,3, ,0,0,0
07/06/2022 16:51,1,3, ,0,0.002,0.001
07/06/2022 16:52,1,3, ,0.003,0.001,0.001
07/06/2022 16:53,1,3, ,0,0.003,0.001
07/06/2022 16:54,1,3, ,0,0.001,0.001
07/06/2022 16:55,1,3, ,0,0.001,0
07/06/2022 16:56,1,3, ,0,0.001,0.001
07/06/2022 16:57,1,3, ,0,0.001,0.001
07/06/2022 16:58,1,3, ,0,0.002,0.001
07/06/2022 16:59,1,3, ,0,0,0
07/06/2022 17:00,1,3, ,0,0,0
07/06/2022 17:01,1,3, ,0,0.001,0.001
07/06/2022 17:02,1,3, ,0,0.001,0.001
07/06/2022 17:03,1,3, ,0,0,0
07/06/2022 17:04,1,3, ,0,0,0
07/06/2022 17:05,1,3, ,0,0.002,0.001
07/06/2022 17:06,1,3, ,0,0.002,0.001
07/06/2022 17:07,1,3, ,0,0,0
07/06/2022 17:08,1,3, ,0,0.001,0.001
07/06/2022 17:09,1,3, ,0,0.001,0.001
07/06/2022 17:10,1,3, ,0,0.002,0.001
07/06/2022 17:11,1,3, ,0,0,0
07/06/2022 17:12,1,3, ,0,0.002,0.001
07/06/2022 17:13,1,3, ,0.001,0.001,0
07/06/2022 17:14,1,3, ,0.003,0.001,0.001
07/06/2022 17:15,1,3, ,0,0.001,0.001
07/06/2022 17:16,1,3, ,0,0,0
07/06/2022 17:17,1,3, ,0,0.002,0.001
07/06/2022 17:18,1,3, ,0,0.001,0.001
07/06/2022 17:19,1,3, ,0,0,0
07/06/2022 17:20,1,3, ,0.001,0.002,0.001
07/06/2022 17:21,1,3, ,0.005,0.001,0.001
07/06/2022 17:22,1,3, ,0,0.001,0.001
07/06/2022 17:23,1,3, ,0,0.003,0.001
07/06/2022 17:24,1,3, ,0,0.001,0.001
07/06/2022 17:25,1,3, ,0,0,0
07/06/2022 17:26,1,3, ,0,0.003,0.001
07/06/2022 17:27,1,3, ,0.012,0.001,0.001
07/06/2022 17:28,1,3, ,0,0.001,0.001
07/06/2022 17:29,1,3, ,0.01,0.002,0.001
07/06/2022 17:30,1,3, ,0,0.001,0
07/06/2022 17:31,1,3, ,0.009,0.001,0.001
07/06/2022 17:32,1,3, ,0.006,0,0
07/06/2022 17:33,1,3, ,0,0,0
07/06/2022 17:34,1,3, ,0.01,0.001,0.001
07/06/2022 17:35,1,3, ,0.008,0,0
07/06/2022 17:36,1,3, ,0.015,0,0
07/06/2022 17:37,1,3, ,0.011,0.001,0.001
07/06/2022 17:38,1,3, ,0.007,0.001,0.001
07/06/2022 17:39,1,3, ,0.013,0.001,0.001
07/06/2022 17:40,1,3, ,0.007,0,0
07/06/2022 17:41,1,3, ,0.011,0,0
07/06/2022 17:42,1,3, ,0.013,0.001,0.001
07/06/2022 17:43,1,3, ,0.005,0.002,0.001
07/06/2022 17:44,1,3, ,0.009,0.001,0
07/06/2022 17:45,1,3, ,0.009,0.001,0
07/06/2022 17:46,1,3, ,0.009,0,0
07/06/2022 17:47,1,3, ,0.005,0.001,0.001
07/06/2022 17:48,1,3, ,0.007,0,0
07/06/2022 17:49,1,3, ,0.003,0,0
07/06/2022 17:50,1,3, ,0.005,0.001,0.001
07/06/2022 17:51,1,3, ,0.001,0.001,0
07/06/2022 17:52,1,3, ,0.006,0.003,0
07/06/2022 17:53,1,3, ,0,0,0
07/06/2022 17:54,1,3, ,0.006,0,0
07/06/2022 17:55,1,3, ,0,0,0
07/06/2022 17:56,1,3, ,0,0.001,0.001
07/06/2022 17:57,1,3, ,0.004,0.001,0.001
07/06/2022 17:58,1,3, ,0.003,0,0
07/06/2022 17:59,1,3, ,0,0.001,0
07/06/2022 18:00,1,3, ,0.001,0,0
07/06/2022 18:01,1,3, ,0,0.001,0.001
07/06/2022 18:02,1,3, ,0.001,0.001,0.001
07/06/2022 18:03,1,3, ,0,0.001,0.001
07/06/2022 18:04,1,3, ,0,0.006,0.001
07/06/2022 18:05,1,3, ,0,0.001,0.001
07/06/2022 18:06,1,3, ,0,0,0
07/06/2022 18:07,1,3, ,0,0.001,0.001
07/06/2022 18:08,1,3, ,0.003,0.001,0.001
07/06/2022 18:09,1,3, ,0,0.001,0.001
07/06/2022 18:10,1,3, ,0,0.001,0.001
07/06/2022 18:11,1,3, ,0.001,0,0
07/06/2022 18:12,1,3, ,0,0.001,0.001
07/06/2022 18:13,1,3, ,0.007,0.001,0
07/06/2022 18:14,1,3, ,0,0.004,0
07/06/2022 18:15,1,3, ,0.006,0.001,0.001
07/06/2022 18:16,1,3, ,0.008,0,0
07/06/2022 18:17,1,3, ,0.003,0.001,0
07/06/2022 18:18,1,3, ,0.007,0.001,0.001
07/06/2022 18:19,1,3, ,0.001,0,0
07/06/2022 18:20,1,3, ,0.002,0.001,0.001
07/06/2022 18:21,1,3, ,0,0.001,0
07/06/2022 18:22,1,3, ,0.007,0,0
07/06/2022 18:23,1,3, ,0.004,0,0
07/06/2022 18:24,1,3, ,0.008,0,0
07/06/2022 18:25,1,3, ,0.005,0,0
07/06/2022 18:26,1,3, ,0.004,0.004,0.001
07/06/2022 18:27,1,3, ,0.011,0.001,0.001
07/06/2022 18:28,1,3, ,0.012,0.001,0.001
07/06/2022 18:29,1,3, ,0.013,0,0
07/06/2022 18:30,1,3, ,0.017,0,0
07/06/2022 18:31,1,3, ,0.013,0.001,0.001
07/06/2022 18:32,1,3, ,0.013,0,0
07/06/2022 18:33,1,3, ,0.014,0.001,0.001
07/06/2022 18:34,1,3, ,0.013,0,0
07/06/2022 18:35,1,3, ,0.011,0,0
08/06/2022 15:13,1,3, ,0,0.001,0.001
08/06/2022 15:14,1,3, ,0,0,0
08/06/2022 15:15,1,3, ,0,0.001,0
08/06/2022 15:16,1,3, ,0,0,0
08/06/2022 15:17,1,3, ,0,0.001,0
08/06/2022 15:18,1,3, ,0,0,0
08/06/2022 15:19,1,3, ,0,0.001,0
08/06/2022 15:20,1,3, ,0,0.019,0.001
08/06/2022 15:21,1,3, ,0,0.001,0
08/06/2022 15:22,1,3, ,0,0,0
08/06/2022 15:23,1,3, ,0,0,0
08/06/2022 15:24,1,3, ,0,0,0
08/06/2022 15:25,1,3, ,0,0.003,0.001
08/06/2022 15:26,1,3, ,0,0.001,0
08/06/2022 15:27,1,3, ,0,0,0
08/06/2022 15:28,1,3, ,0,0,0
08/06/2022 15:29,1,3, ,0,0,0
08/06/2022 15:30,1,3, ,0,0,0
08/06/2022 15:31,1,3, ,0,0,0
08/06/2022 15:32,1,3, ,0,0.002,0.001
08/06/2022 15:33,1,3, ,0,0,0
08/06/2022 15:34,1,3, ,0,0,0
08/06/2022 15:35,1,3, ,0,0,0
08/06/2022 15:36,1,3, ,0,0,0
08/06/2022 15:37,1,3, ,0,0,0
08/06/2022 15:38,1,3, ,0,0,0
08/06/2022 15:39,1,3, ,0,0,0
08/06/2022 15:40,1,3, ,0,0,0
08/06/2022 15:41,1,3, ,0,0,0
08/06/2022 15:42,1,3, ,0,0,0
08/06/2022 15:43,1,3, ,0,0,0
08/06/2022 15:44,1,3, ,0,0.002,0.001
08/06/2022 15:45,1,3, ,0,0,0
08/06/2022 15:46,1,3, ,0,0.001,0.001
08/06/2022 15:47,1,3, ,0,0.001,0
08/06/2022 15:48,1,3, ,0,0,0
08/06/2022 15:49,1,3, ,0,0,0
08/06/2022 15:50,1,3, ,0,0,0
08/06/2022 15:51,1,3, ,0,0,0
08/06/2022 15:52,1,3, ,0,0.001,0
08/06/2022 15:53,1,3, ,0,0,0
08/06/2022 15:54,1,3, ,0,0.007,0
08/06/2022 15:55,1,3, ,0,0,0
08/06/2022 15:56,1,3, ,0,0,0
08/06/2022 15:57,1,3, ,0,0.011,0.002
08/06/2022 15:58,1,3, ,0,0,0
08/06/2022 15:59,1,3, ,0,0,0
08/06/2022 16:00,1,3, ,0,0,0
08/06/2022 16:01,1,3, ,0,0,0
08/06/2022 16:02,1,3, ,0,0,0
08/06/2022 16:03,1,3, ,0,0.001,0.001
08/06/2022 16:04,1,3, ,0,0,0
08/06/2022 16:05,1,3, ,0,0,0
08/06/2022 16:06,1,3, ,0,0,0
08/06/2022 16:07,1,3, ,0,0,0
08/06/2022 16:08,1,3, ,0,0,0
08/06/2022 16:09,1,3, ,0,0.002,0
08/06/2022 16:10,1,3, ,0,0,0
08/06/2022 16:11,1,3, ,0,0,0
08/06/2022 16:12,1,3, ,0,0,0
08/06/2022 16:13,1,3, ,0,0,0
08/06/2022 16:14,1,3, ,0,0,0
08/06/2022 16:15,1,3, ,0,0,0
08/06/2022 16:16,1,3, ,0,0,0
08/06/2022 16:17,1,3, ,0,0,0
08/06/2022 16:18,1,3, ,0,0.003,0.001
08/06/2022 16:19,1,3, ,0,0.001,0
08/06/2022 16:20,1,3, ,0,0.004,0.001
08/06/2022 16:21,1,3, ,0,0,0
08/06/2022 16:22,1,3, ,0,0,0
08/06/2022 16:23,1,3, ,0,0,0
08/06/2022 16:24,1,3, ,0,0,0
08/06/2022 16:25,1,3, ,0,0.002,0.001
08/06/2022 16:26,1,3, ,0,0,0
08/06/2022 16:27,1,3, ,0,0.002,0.001
08/06/2022 16:28,1,3, ,0,0,0
08/06/2022 16:29,1,3, ,0,0,0
08/06/2022 16:30,1,3, ,0,0,0
08/06/2022 16:31,1,3, ,0,0.001,0
08/06/2022 16:32,1,3, ,0,0,0
08/06/2022 16:33,1,3, ,0,0,0
08/06/2022 16:34,1,3, ,0,0,0
08/06/2022 16:35,1,3, ,0,0.001,0
08/06/2022 16:36,1,3, ,0,0,0
08/06/2022 16:37,1,3, ,0,0,0
08/06/2022 16:38,1,3, ,0,0,0
08/06/2022 16:39,1,3, ,0,0,0
08/06/2022 16:40,1,3, ,0,0,0
08/06/2022 16:41,1,3, ,0,0,0
08/06/2022 16:42,1,3, ,0,0.004,0.001
08/06/2022 16:43,1,3, ,0,0,0
08/06/2022 16:44,1,3, ,0,0,0
08/06/2022 16:45,1,3, ,0,0.001,0
08/06/2022 16:46,1,3, ,0,0,0
08/06/2022 16:47,1,3, ,0,0,0
08/06/2022 16:48,1,3, ,0,0,0
08/06/2022 16:49,1,3, ,0,0,0
08/06/2022 16:50,1,3, ,0,0,0
08/06/2022 16:51,1,3, ,0,0,0
08/06/2022 16:52,1,3, ,0,0,0
08/06/2022 16:53,1,3, ,0,0,0
08/06/2022 16:54,1,3, ,0,0.001,0
08/06/2022 16:55,1,3, ,0.005,0,0
08/06/2022 16:56,1,3, ,0.005,0.005,0.001
08/06/2022 16:57,1,3, ,0.007,0,0
08/06/2022 16:58,1,3, ,0.006,0,0
08/06/2022 16:59,1,3, ,0.005,0,0
08/06/2022 17:00,1,3, ,0.006,0.003,0
08/06/2022 17:01,1,3, ,0.006,0.001,0
08/06/2022 17:02,1,3, ,0.007,0,0
08/06/2022 17:03,1,3, ,0.01,0,0
08/06/2022 17:04,1,3, ,0.01,0,0
08/06/2022 17:05,1,3, ,0.011,0.001,0
08/06/2022 17:06,1,3, ,0.011,0.001,0.001
08/06/2022 17:07,1,3, ,0.012,0.001,0.001
08/06/2022 17:08,1,3, ,0.013,0.007,0
08/06/2022 17:09,1,3, ,0.012,0,0
08/06/2022 17:10,1,3, ,0.011,0.003,0.001
08/06/2022 17:11,1,3, ,0.012,0.003,0.001
08/06/2022 17:12,1,3, ,0.012,0,0
08/06/2022 17:13,1,3, ,0.013,0.003,0.001
08/06/2022 17:14,1,3, ,0.013,0,0
08/06/2022 17:15,1,3, ,0.014,0,0
08/06/2022 17:16,1,3, ,0.012,0,0
08/06/2022 17:17,1,3, ,0.013,0,0
08/06/2022 17:18,1,3, ,0.014,0,0
08/06/2022 17:19,1,3, ,0.013,0,0
08/06/2022 17:20,1,3, ,0.012,0,0
08/06/2022 17:21,1,3, ,0.015,0.013,0.001
15/06/2022 12:41,1,3, ,0,0.001,0.001
15/06/2022 12:42,1,3, ,0,0.001,0.001
15/06/2022 12:43,1,3, ,0,0.001,0.001
15/06/2022 12:44,1,3, ,0,0.001,0.001
15/06/2022 12:45,1,3, ,0,0,0
15/06/2022 12:46,1,3, ,0,0.026,0.002
15/06/2022 12:47,1,3, ,0.006,0.005,0.001
15/06/2022 12:48,1,3, ,0,0.001,0.001
15/06/2022 12:49,1,3, ,0,0.001,0
15/06/2022 12:50,1,3, ,0,0.001,0.001
15/06/2022 12:51,1,3, ,0,0.001,0.001
15/06/2022 12:52,1,3, ,0,0.001,0.001
15/06/2022 12:53,1,3, ,0,0,0
15/06/2022 12:54,1,3, ,0,0.001,0.001
15/06/2022 12:55,1,3, ,0,0.001,0.001
15/06/2022 12:56,1,3, ,0,0.001,0.001
15/06/2022 12:57,1,3, ,0,0.001,0
15/06/2022 12:58,1,3, ,0,0.003,0.001
15/06/2022 12:59,1,3, ,0,0.001,0.001
15/06/2022 13:00,1,3, ,0.004,0,0
15/06/2022 13:01,1,3, ,0,0,0
15/06/2022 13:02,1,3, ,0,0,0
15/06/2022 13:03,1,3, ,0,0.001,0
15/06/2022 13:04,1,3, ,0,0.012,0.001
15/06/2022 13:05,1,3, ,0,0.001,0
15/06/2022 13:06,1,3, ,0,0.001,0
15/06/2022 13:07,1,3, ,0,0.001,0.001
15/06/2022 13:08,1,3, ,0,0.001,0.001
15/06/2022 13:09,1,3, ,0,0,0
15/06/2022 13:10,1,3, ,0.004,0.001,0
15/06/2022 13:11,1,3, ,0,0,0
15/06/2022 13:12,1,3, ,0,0.001,0.001
15/06/2022 13:13,1,3, ,0.006,0,0
15/06/2022 13:14,1,3, ,0,0.001,0.001
15/06/2022 13:15,1,3, ,0,0.001,0
15/06/2022 13:16,1,3, ,0,0,0
15/06/2022 13:17,1,3, ,0,0,0
15/06/2022 13:18,1,3, ,0,0.003,0.001
15/06/2022 13:19,1,3, ,0,0.002,0.001
15/06/2022 13:20,1,3, ,0,0.001,0
15/06/2022 13:21,1,3, ,0,0.001,0.001
15/06/2022 13:22,1,3, ,0,0,0
15/06/2022 13:23,1,3, ,0,0.001,0.001
15/06/2022 13:24,1,3, ,0,0,0
15/06/2022 13:25,1,3, ,0,0.001,0
15/06/2022 13:26,1,3, ,0,0.002,0.001
15/06/2022 13:27,1,3, ,0,0,0
15/06/2022 13:28,1,3, ,0,0.001,0
15/06/2022 13:29,1,3, ,0,0.001,0.001
15/06/2022 13:30,1,3, ,0,0.001,0.001
15/06/2022 13:31,1,3, ,0,0.001,0.001
15/06/2022 13:32,1,3, ,0,0.01,0.001
15/06/2022 13:33,1,3, ,0,0,0
15/06/2022 13:34,1,3, ,0,0.001,0.001
15/06/2022 13:35,1,3, ,0.017,0.001,0.001
15/06/2022 13:36,1,3, ,0.021,0.001,0.001
15/06/2022 13:37,1,3, ,0,0.001,0.001
15/06/2022 13:38,1,3, ,0.013,0.001,0.001
15/06/2022 13:39,1,3, ,0,0.002,0.001
15/06/2022 13:40,1,3, ,0,0,0
15/06/2022 13:41,1,3, ,0,0,0
15/06/2022 13:42,1,3, ,0,0.002,0.001
