Date Time, Monitor ID, Location ID, CO2(ppm), NO2(ppm), PM10(ppm), PM2.5(ppm)
18/05/2022 16:38,1,1,394, , , 
18/05/2022 16:38,1,2, , ,0.001,0
18/05/2022 16:39,1,1,394, , , 
18/05/2022 16:39,1,2, , ,0,0
18/05/2022 16:40,1,1,391, , , 
18/05/2022 16:40,1,2, , ,0,0
18/05/2022 16:41,1,1,389, , , 
18/05/2022 16:41,1,2, , ,0,0
18/05/2022 16:42,1,1,394, , , 
18/05/2022 16:42,1,2, , ,0.003,0.001
18/05/2022 16:43,1,1,391, , , 
18/05/2022 16:43,1,2, , ,0,0
18/05/2022 16:44,1,1,391, , , 
18/05/2022 16:44,1,2, , ,0,0
18/05/2022 16:45,1,1,391, , , 
18/05/2022 16:45,1,2, , ,0,0
18/05/2022 16:46,1,1,391, , , 
18/05/2022 16:46,1,2, , ,0.003,0.001
18/05/2022 16:47,1,1,389, , , 
18/05/2022 16:47,1,2, , ,0.002,0.001
18/05/2022 16:48,1,1,389, , , 
18/05/2022 16:48,1,2, , ,0.002,0.001
18/05/2022 16:49,1,1,389, , , 
18/05/2022 16:49,1,2, , ,0,0
18/05/2022 16:50,1,1,389, , , 
18/05/2022 16:50,1,2, , ,0,0
18/05/2022 16:54,1,1,484, , , 
18/05/2022 16:54,1,2, , ,0.002,0.002
18/05/2022 16:55,1,1,482, , , 
18/05/2022 16:55,1,2, , ,0.001,0.001
18/05/2022 16:56,1,1,459, , , 
18/05/2022 16:56,1,2, , ,0.002,0.001
18/05/2022 16:57,1,1,436, , , 
18/05/2022 16:57,1,2, , ,0,0
18/05/2022 16:58,1,1,431, , , 
18/05/2022 16:58,1,2, , ,0,0
18/05/2022 16:59,1,1,426, , , 
18/05/2022 16:59,1,2, , ,0.007,0.002
18/05/2022 17:00,1,1,426, , , 
18/05/2022 17:00,1,2, , ,0.001,0
18/05/2022 17:01,1,1,426, , , 
18/05/2022 17:01,1,2, , ,0.001,0.001
18/05/2022 17:02,1,1,426, , , 
18/05/2022 17:02,1,2, , ,0,0
18/05/2022 17:03,1,1,424, , , 
18/05/2022 17:03,1,2, , ,0.002,0.001
18/05/2022 17:04,1,1,416, , , 
18/05/2022 17:04,1,2, , ,0.001,0
18/05/2022 17:05,1,1,406, , , 
18/05/2022 17:05,1,2, , ,0.002,0.001
18/05/2022 17:06,1,1,404, , , 
18/05/2022 17:06,1,2, , ,0,0
18/05/2022 17:07,1,1,401, , , 
18/05/2022 17:07,1,2, , ,0.001,0.001
18/05/2022 17:08,1,1,399, , , 
18/05/2022 17:08,1,2, , ,0.001,0
18/05/2022 17:09,1,1,399, , , 
18/05/2022 17:09,1,2, , ,0.002,0.001
18/05/2022 17:10,1,1,396, , , 
18/05/2022 17:10,1,2, , ,0.001,0
18/05/2022 17:11,1,1,399, , , 
18/05/2022 17:11,1,2, , ,0.001,0
18/05/2022 17:12,1,1,401, , , 
18/05/2022 17:12,1,2, , ,0,0
18/05/2022 17:13,1,1,404, , , 
18/05/2022 17:13,1,2, , ,0.005,0.001
18/05/2022 17:14,1,1,404, , , 
18/05/2022 17:14,1,2, , ,0.003,0.001
18/05/2022 17:15,1,1,406, , , 
18/05/2022 17:15,1,2, , ,0.001,0
18/05/2022 17:16,1,1,404, , , 
18/05/2022 17:16,1,2, , ,0.001,0
18/05/2022 17:17,1,1,404, , , 
18/05/2022 17:17,1,2, , ,0.001,0.001
18/05/2022 17:18,1,1,401, , , 
18/05/2022 17:18,1,2, , ,0,0
18/05/2022 17:19,1,1,396, , , 
18/05/2022 17:19,1,2, , ,0,0
18/05/2022 17:20,1,1,394, , , 
18/05/2022 17:20,1,2, , ,0,0
18/05/2022 17:21,1,1,394, , , 
18/05/2022 17:21,1,2, , ,0.002,0.001
18/05/2022 17:22,1,1,399, , , 
18/05/2022 17:22,1,2, , ,0,0
18/05/2022 17:23,1,1,404, , , 
18/05/2022 17:23,1,2, , ,0.002,0.001
18/05/2022 17:24,1,1,401, , , 
18/05/2022 17:24,1,2, , ,0.005,0.002
18/05/2022 17:27,1,1,396, , , 
18/05/2022 17:27,1,2, , ,0.001,0.001
18/05/2022 17:28,1,1,394, , , 
18/05/2022 17:28,1,2, , ,0.004,0.001
18/05/2022 17:29,1,1,391, , , 
18/05/2022 17:29,1,2, , ,0,0
18/05/2022 17:30,1,1,391, , , 
18/05/2022 17:30,1,2, , ,0,0
18/05/2022 17:31,1,1,391, , , 
18/05/2022 17:31,1,2, , ,0,0
18/05/2022 17:32,1,1,389, , , 
18/05/2022 17:32,1,2, , ,0,0
18/05/2022 17:33,1,1,391, , , 
18/05/2022 17:33,1,2, , ,0.001,0
18/05/2022 17:34,1,1,391, , , 
18/05/2022 17:34,1,2, , ,0.001,0.001
18/05/2022 17:35,1,1,391, , , 
18/05/2022 17:35,1,2, , ,0.001,0.001
18/05/2022 17:36,1,1,394, , , 
18/05/2022 17:36,1,2, , ,0.001,0.001
18/05/2022 17:37,1,1,391, , , 
18/05/2022 17:37,1,2, , ,0.001,0.001
18/05/2022 17:38,1,1,394, , , 
18/05/2022 17:38,1,2, , ,0.001,0
18/05/2022 17:39,1,1,391, , , 
18/05/2022 17:39,1,2, , ,0,0
18/05/2022 17:40,1,1,394, , , 
18/05/2022 17:40,1,2, , ,0.002,0.001
18/05/2022 17:41,1,1,396, , , 
18/05/2022 17:41,1,2, , ,0.001,0
18/05/2022 17:42,1,1,396, , , 
18/05/2022 17:42,1,2, , ,0.001,0.001
18/05/2022 17:43,1,1,394, , , 
18/05/2022 17:43,1,2, , ,0,0
18/05/2022 17:44,1,1,394, , , 
18/05/2022 17:44,1,2, , ,0.002,0.001
18/05/2022 17:45,1,1,396, , , 
18/05/2022 17:45,1,2, , ,0.002,0.001
18/05/2022 17:46,1,1,394, , , 
18/05/2022 17:46,1,2, , ,0.001,0.001
18/05/2022 17:47,1,1,394, , , 
18/05/2022 17:47,1,2, , ,0.001,0.001
18/05/2022 17:48,1,1,391, , , 
18/05/2022 17:48,1,2, , ,0,0
18/05/2022 17:49,1,1,391, , , 
18/05/2022 17:49,1,2, , ,0,0
18/05/2022 17:50,1,1,391, , , 
18/05/2022 17:50,1,2, , ,0.005,0
18/05/2022 17:51,1,1,391, , , 
18/05/2022 17:51,1,2, , ,0,0
18/05/2022 17:52,1,1,389, , , 
18/05/2022 17:52,1,2, , ,0.002,0.001
18/05/2022 17:53,1,1,389, , , 
18/05/2022 17:53,1,2, , ,0.001,0.001
18/05/2022 17:54,1,1,391, , , 
18/05/2022 17:54,1,2, , ,0,0
18/05/2022 17:55,1,1,394, , , 
18/05/2022 17:55,1,2, , ,0,0
18/05/2022 17:56,1,1,391, , , 
18/05/2022 17:56,1,2, , ,0.008,0
25/05/2022 12:19,1,3, , ,0,0
25/05/2022 12:20,1,3, , ,0,0
25/05/2022 12:21,1,3, , ,0,0
25/05/2022 12:22,1,3, , ,0,0
25/05/2022 12:23,1,3, , ,0.001,0
25/05/2022 12:24,1,3, , ,0,0
25/05/2022 12:25,1,3, , ,0,0
25/05/2022 12:26,1,3, , ,0.001,0
25/05/2022 12:27,1,3, , ,0.001,0.001
25/05/2022 12:28,1,3, , ,0,0
25/05/2022 12:29,1,3, , ,0,0
25/05/2022 12:30,1,3, , ,0,0
25/05/2022 12:31,1,3, , ,0,0
25/05/2022 12:32,1,3, , ,0,0
25/05/2022 12:33,1,3, , ,0.002,0.001
25/05/2022 12:34,1,3, , ,0.006,0.001
25/05/2022 12:35,1,3, , ,0.003,0.001
25/05/2022 12:36,1,3, , ,0.003,0.001
25/05/2022 12:37,1,3, , ,0,0
25/05/2022 12:38,1,3, , ,0.002,0
25/05/2022 12:39,1,3, , ,0,0
25/05/2022 12:40,1,3, , ,0,0
25/05/2022 12:41,1,3, , ,0.001,0.001
25/05/2022 12:42,1,3, , ,0,0
25/05/2022 12:43,1,3, , ,0,0
25/05/2022 12:44,1,3, , ,0,0
25/05/2022 12:45,1,3, , ,0.001,0
25/05/2022 12:46,1,3, , ,0.001,0.001
25/05/2022 12:47,1,3, , ,0.003,0.001
25/05/2022 12:48,1,3, , ,0.001,0.001
25/05/2022 12:49,1,3, , ,0.001,0
25/05/2022 12:50,1,3, , ,0,0
25/05/2022 12:51,1,3, , ,0,0
25/05/2022 12:52,1,3, , ,0,0
25/05/2022 12:53,1,3, , ,0,0
25/05/2022 12:54,1,3, , ,0,0
25/05/2022 12:55,1,3, , ,0,0
25/05/2022 12:56,1,3, , ,0,0
25/05/2022 12:57,1,3, , ,0,0
25/05/2022 12:58,1,3, , ,0,0
25/05/2022 12:59,1,3, , ,0,0
25/05/2022 13:00,1,3, , ,0,0
25/05/2022 13:01,1,3, , ,0,0
25/05/2022 13:02,1,3, , ,0,0
25/05/2022 13:03,1,3, , ,0.001,0.001
25/05/2022 13:04,1,3, , ,0,0
25/05/2022 13:05,1,3, , ,0,0
25/05/2022 13:06,1,3, , ,0,0
25/05/2022 13:07,1,3, , ,0.001,0
25/05/2022 13:08,1,3, , ,0.001,0
25/05/2022 13:09,1,3, , ,0,0
25/05/2022 13:10,1,3, , ,0,0
25/05/2022 13:11,1,3, , ,0,0
25/05/2022 13:12,1,3, , ,0,0
25/05/2022 13:13,1,3, , ,0,0
25/05/2022 13:14,1,3, , ,0,0
25/05/2022 13:15,1,3, , ,0.006,0.001
25/05/2022 13:16,1,3, , ,0,0
25/05/2022 13:17,1,3, , ,0.001,0
25/05/2022 13:18,1,3, , ,0,0
25/05/2022 13:19,1,3, , ,0.001,0.001
25/05/2022 13:20,1,3, , ,0.001,0.001
25/05/2022 13:21,1,3, , ,0,0
25/05/2022 13:22,1,3, , ,0.001,0.001
25/05/2022 13:23,1,3, , ,0.001,0.001
25/05/2022 13:24,1,3, , ,0,0
25/05/2022 13:25,1,3, , ,0.001,0.001
26/05/2022 15:53,1,3, , ,0.002,0.001
26/05/2022 15:54,1,3, , ,0.01,0.001
26/05/2022 15:55,1,3, , ,0.003,0.001
26/05/2022 15:56,1,3, , ,0.001,0.001
26/05/2022 15:57,1,3, , ,0.001,0.001
26/05/2022 15:58,1,3, , ,0,0
26/05/2022 15:59,1,3, , ,0.001,0
26/05/2022 16:00,1,3, , ,0,0
26/05/2022 16:01,1,3, , ,0.004,0.001
26/05/2022 16:02,1,3, , ,0.002,0.001
26/05/2022 16:03,1,3, , ,0.001,0.001
26/05/2022 16:04,1,3, , ,0.001,0.001
26/05/2022 16:05,1,3, , ,0.001,0.001
26/05/2022 16:06,1,3, , ,0.001,0.001
26/05/2022 16:07,1,3, , ,0,0
26/05/2022 16:08,1,3, , ,0.001,0.001
26/05/2022 16:09,1,3, , ,0.001,0.001
26/05/2022 16:10,1,3, , ,0.001,0.001
26/05/2022 16:11,1,3, , ,0.001,0.001
26/05/2022 16:12,1,3, , ,0.004,0.001
26/05/2022 16:13,1,3, , ,0.005,0.001
26/05/2022 16:14,1,3, , ,0.001,0.001
26/05/2022 16:15,1,3, , ,0,0
26/05/2022 16:16,1,3, , ,0,0
26/05/2022 16:17,1,3, , ,0.002,0.001
26/05/2022 16:18,1,3, , ,0.001,0.001
26/05/2022 16:19,1,3, , ,0,0
26/05/2022 16:20,1,3, , ,0,0
26/05/2022 16:21,1,3, , ,0.001,0.001
26/05/2022 16:22,1,3, , ,0.001,0
26/05/2022 16:23,1,3, , ,0,0
26/05/2022 16:24,1,3, , ,0.002,0.001
26/05/2022 16:25,1,3, , ,0,0
26/05/2022 16:26,1,3, , ,0,0
26/05/2022 16:27,1,3, , ,0.001,0
26/05/2022 16:28,1,3, , ,0.008,0.002
26/05/2022 16:29,1,3, , ,0,0
26/05/2022 16:30,1,3, , ,0.001,0
26/05/2022 16:31,1,3, , ,0,0
26/05/2022 16:32,1,3, , ,0.004,0.001
26/05/2022 16:33,1,3, , ,0,0
26/05/2022 16:34,1,3, , ,0.002,0.001
26/05/2022 16:35,1,3, , ,0.005,0
26/05/2022 16:36,1,3, , ,0.001,0.001
26/05/2022 16:37,1,3, , ,0,0
26/05/2022 16:38,1,3, , ,0.001,0.001
26/05/2022 16:39,1,3, , ,0,0
26/05/2022 16:40,1,3, , ,0.001,0.001
26/05/2022 16:41,1,3, , ,0.001,0.001
26/05/2022 16:42,1,3, , ,0,0
26/05/2022 16:43,1,3, , ,0.001,0
26/05/2022 16:44,1,3, , ,0.001,0.001
26/05/2022 16:45,1,3, , ,0.004,0.002
26/05/2022 16:46,1,3, , ,0.001,0.001
26/05/2022 16:47,1,3, , ,0,0
26/05/2022 16:48,1,3, , ,0.001,0.001
26/05/2022 16:49,1,3, , ,0.001,0.001
26/05/2022 16:50,1,3, , ,0.001,0.001
26/05/2022 16:51,1,3, , ,0.022,0.001
26/05/2022 16:52,1,3, , ,0.001,0.001
26/05/2022 16:53,1,3, , ,0,0
26/05/2022 16:54,1,3, , ,0,0
26/05/2022 16:55,1,3, , ,0.002,0.001
26/05/2022 16:56,1,3, , ,0.003,0.001
26/05/2022 16:57,1,3, , ,0.003,0.001
26/05/2022 16:58,1,3, , ,0.001,0.001
26/05/2022 16:59,1,3, , ,0.001,0.001
26/05/2022 17:00,1,3, , ,0.001,0.001
26/05/2022 17:01,1,3, , ,0.002,0.001
26/05/2022 17:02,1,3, , ,0,0
26/05/2022 17:03,1,3, , ,0.002,0.001
26/05/2022 17:04,1,3, , ,0,0
26/05/2022 17:05,1,3, , ,0,0
26/05/2022 17:06,1,3, , ,0.001,0.001
26/05/2022 17:07,1,3, , ,0.001,0.001
26/05/2022 17:08,1,3, , ,0.004,0.001
26/05/2022 17:09,1,3, , ,0,0
26/05/2022 17:10,1,3, , ,0.002,0
26/05/2022 17:11,1,3, , ,0.001,0.001
26/05/2022 17:12,1,3, , ,0.002,0.001
26/05/2022 17:13,1,3, , ,0.001,0.001
26/05/2022 17:14,1,3, , ,0.001,0.001
26/05/2022 17:15,1,3, , ,0,0
26/05/2022 17:16,1,3, , ,0.001,0
26/05/2022 17:17,1,3, , ,0.003,0.001
26/05/2022 17:18,1,3, , ,0.003,0.001
26/05/2022 17:19,1,3, , ,0.004,0.001
26/05/2022 17:20,1,3, , ,0.005,0.001
26/05/2022 17:21,1,3, , ,0.001,0.001
26/05/2022 17:22,1,3, , ,0.004,0.001
26/05/2022 17:23,1,3, , ,0.001,0.001
26/05/2022 17:24,1,3, , ,0,0
26/05/2022 17:25,1,3, , ,0.001,0.001
26/05/2022 17:26,1,3, , ,0,0
26/05/2022 17:27,1,3, , ,0,0
26/05/2022 17:28,1,3, , ,0.002,0.001
26/05/2022 17:29,1,3, , ,0.002,0.001
26/05/2022 17:30,1,3, , ,0,0
26/05/2022 17:31,1,3, , ,0.006,0.001
26/05/2022 17:32,1,3, , ,0.001,0.001
26/05/2022 17:33,1,3, , ,0,0
26/05/2022 17:34,1,3, , ,0.001,0.001
26/05/2022 17:35,1,3, , ,0.004,0.002
26/05/2022 17:36,1,3, , ,0,0
26/05/2022 17:37,1,3, , ,0.001,0.001
26/05/2022 17:38,1,3, , ,0.001,0.001
26/05/2022 17:39,1,3, , ,0.004,0.002
26/05/2022 17:40,1,3, , ,0.001,0
26/05/2022 17:41,1,3, , ,0,0
26/05/2022 17:42,1,3, , ,0,0
26/05/2022 17:43,1,3, , ,0.001,0.001
26/05/2022 17:44,1,3, , ,0.001,0
26/05/2022 17:45,1,3, , ,0,0
26/05/2022 17:46,1,3, , ,0.001,0
26/05/2022 17:47,1,3, , ,0.001,0.001
26/05/2022 17:48,1,3, , ,0.001,0.001
26/05/2022 17:49,1,3, , ,0.001,0
26/05/2022 17:50,1,3, , ,0.007,0.003
26/05/2022 17:51,1,3, , ,0.001,0.001
26/05/2022 17:52,1,3, , ,0.001,0.001
26/05/2022 17:53,1,3, , ,0.004,0.001
27/05/2022 16:32,1,3, , ,0.003,0
27/05/2022 16:33,1,3, , ,0.001,0.001
27/05/2022 16:34,1,3, , ,0.001,0
27/05/2022 16:35,1,3, , ,0.002,0.001
27/05/2022 16:36,1,3, , ,0.002,0.001
27/05/2022 16:37,1,3, , ,0.001,0
27/05/2022 16:38,1,3, , ,0.004,0.001
27/05/2022 16:39,1,3, , ,0.001,0.001
27/05/2022 16:40,1,3, , ,0.001,0
27/05/2022 16:41,1,3, , ,0.002,0.001
27/05/2022 16:42,1,3, , ,0.009,0.001
27/05/2022 16:43,1,3, , ,0.001,0.001
27/05/2022 16:44,1,3, , ,0.001,0.001
27/05/2022 16:45,1,3, , ,0.002,0.001
27/05/2022 16:46,1,3, , ,0.001,0.001
27/05/2022 16:47,1,3, , ,0.001,0.001
27/05/2022 16:48,1,3, , ,0.001,0
27/05/2022 16:49,1,3, , ,0.001,0.001
27/05/2022 16:50,1,3, , ,0.001,0.001
27/05/2022 16:51,1,3, , ,0.001,0.001
27/05/2022 16:52,1,3, , ,0.004,0.003
27/05/2022 16:53,1,3, , ,0.001,0.001
27/05/2022 16:54,1,3, , ,0.001,0.001
27/05/2022 16:55,1,3, , ,0,0
27/05/2022 16:56,1,3, , ,0,0
27/05/2022 16:57,1,3, , ,0.001,0.001
27/05/2022 16:58,1,3, , ,0.001,0.001
27/05/2022 16:59,1,3, , ,0.001,0.001
27/05/2022 17:00,1,3, , ,0.001,0
27/05/2022 17:01,1,3, , ,0.001,0.001
27/05/2022 17:02,1,3, , ,0.002,0.001
27/05/2022 17:03,1,3, , ,0.001,0.001
27/05/2022 17:04,1,3, , ,0.001,0.001
27/05/2022 17:05,1,3, , ,0.002,0.001
27/05/2022 17:06,1,3, , ,0,0
27/05/2022 17:07,1,3, , ,0.001,0.001
27/05/2022 17:08,1,3, , ,0.001,0
27/05/2022 17:09,1,3, , ,0,0
27/05/2022 17:10,1,3, , ,0.011,0.002
27/05/2022 17:11,1,3, , ,0,0
27/05/2022 17:12,1,3, , ,0.001,0
27/05/2022 17:13,1,3, , ,0.002,0
27/05/2022 17:14,1,3, , ,0.001,0.001
27/05/2022 17:15,1,3, , ,0,0
27/05/2022 17:16,1,3, , ,0.001,0.001
27/05/2022 17:17,1,3, , ,0.005,0.002
27/05/2022 17:18,1,3, , ,0.001,0.001
27/05/2022 17:19,1,3, , ,0.001,0.001
27/05/2022 17:20,1,3, , ,0,0
27/05/2022 17:21,1,3, , ,0.002,0.001
27/05/2022 17:22,1,3, , ,0.001,0
27/05/2022 17:23,1,3, , ,0,0
27/05/2022 17:24,1,3, , ,0,0
27/05/2022 17:25,1,3, , ,0.001,0.001
27/05/2022 17:26,1,3, , ,0.002,0
27/05/2022 17:27,1,3, , ,0,0
27/05/2022 17:28,1,3, , ,0.001,0
27/05/2022 17:29,1,3, , ,0.001,0.001
27/05/2022 17:30,1,3, , ,0,0
27/05/2022 17:31,1,3, , ,0.001,0.001
27/05/2022 17:32,1,3, , ,0.001,0.001
27/05/2022 17:33,1,3, , ,0.002,0.001
27/05/2022 17:34,1,3, , ,0,0
27/05/2022 17:35,1,3, , ,0.004,0.001
27/05/2022 17:36,1,3, , ,0,0
27/05/2022 17:37,1,3, , ,0.001,0
27/05/2022 17:38,1,3, , ,0,0
27/05/2022 17:39,1,3, , ,0.002,0.001
27/05/2022 17:40,1,3, , ,0.004,0.001
27/05/2022 17:41,1,3, , ,0.001,0
27/05/2022 17:42,1,3, , ,0.001,0.001
27/05/2022 17:43,1,3, , ,0.003,0.001
27/05/2022 17:44,1,3, , ,0.001,0.001
27/05/2022 17:45,1,3, , ,0.001,0.001
27/05/2022 17:46,1,3, , ,0,0
27/05/2022 17:47,1,3, , ,0.015,0.001
27/05/2022 17:48,1,3, , ,0.001,0.001
27/05/2022 17:49,1,3, , ,0.001,0.001
27/05/2022 17:50,1,3, , ,0.001,0.001
27/05/2022 17:51,1,3, , ,0,0
27/05/2022 17:52,1,3, , ,0,0
27/05/2022 17:53,1,3, , ,0.001,0
27/05/2022 17:54,1,3, , ,0,0
27/05/2022 17:55,1,3, , ,0.001,0.001
27/05/2022 17:56,1,3, , ,0.005,0.001
27/05/2022 17:57,1,3, , ,0.001,0.001
27/05/2022 17:58,1,3, , ,0.001,0.001
27/05/2022 17:59,1,3, , ,0.001,0.001
27/05/2022 18:00,1,3, , ,0,0
27/05/2022 18:01,1,3, , ,0.011,0.001
27/05/2022 18:02,1,3, , ,0.003,0.001
27/05/2022 18:03,1,3, , ,0.001,0
27/05/2022 18:04,1,3, , ,0.001,0.001
27/05/2022 18:05,1,3, , ,0.002,0.001
27/05/2022 18:06,1,3, , ,0.003,0.001
27/05/2022 18:07,1,3, , ,0.006,0.002
27/05/2022 18:08,1,3, , ,0.001,0.001
27/05/2022 18:09,1,3, , ,0,0
27/05/2022 18:10,1,3, , ,0.001,0
27/05/2022 18:11,1,3, , ,0.001,0.001
27/05/2022 18:12,1,3, , ,0,0
27/05/2022 18:13,1,3, , ,0,0
27/05/2022 18:14,1,3, , ,0.003,0.001
27/05/2022 18:15,1,3, , ,0.002,0.001
27/05/2022 18:16,1,3, , ,0.002,0.001
27/05/2022 18:17,1,3, , ,0,0
27/05/2022 18:18,1,3, , ,0,0
27/05/2022 18:19,1,3, , ,0.001,0.001
27/05/2022 18:20,1,3, , ,0.001,0.001
27/05/2022 18:21,1,3, , ,0.001,0.001
27/05/2022 18:22,1,3, , ,0.004,0.001
27/05/2022 18:23,1,3, , ,0.001,0.001
27/05/2022 18:24,1,3, , ,0,0
27/05/2022 18:25,1,3, , ,0,0
27/05/2022 18:26,1,3, , ,0,0
27/05/2022 18:27,1,3, , ,0.001,0
27/05/2022 18:28,1,3, , ,0.002,0.001
27/05/2022 18:29,1,3, , ,0,0
27/05/2022 18:30,1,3, , ,0,0
27/05/2022 18:31,1,3, , ,0,0
27/05/2022 18:32,1,3, , ,0.001,0.001
27/05/2022 18:33,1,3, , ,0.001,0.001
01/06/2022 16:18,1,3, , ,0,0
01/06/2022 16:19,1,3, , ,0,0
01/06/2022 16:20,1,3, , ,0.001,0
01/06/2022 16:21,1,3, , ,0,0
01/06/2022 16:22,1,3, , ,0,0
01/06/2022 16:23,1,3, , ,0,0
01/06/2022 16:24,1,3, , ,0,0
01/06/2022 16:25,1,3, , ,0,0
01/06/2022 16:26,1,3, , ,0.001,0
01/06/2022 16:27,1,3, , ,0,0
01/06/2022 16:28,1,3, , ,0.001,0.001
01/06/2022 16:29,1,3, , ,0,0
01/06/2022 16:30,1,3, , ,0,0
01/06/2022 16:31,1,3, , ,0,0
01/06/2022 16:32,1,3, , ,0,0
01/06/2022 16:33,1,3, , ,0,0
01/06/2022 16:34,1,3, , ,0.001,0
01/06/2022 16:35,1,3, , ,0,0
01/06/2022 16:36,1,3, , ,0,0
01/06/2022 16:37,1,3, , ,0.001,0
01/06/2022 16:38,1,3, , ,0,0
01/06/2022 16:39,1,3, , ,0,0
01/06/2022 16:40,1,3, , ,0,0
01/06/2022 16:41,1,3, , ,0,0
01/06/2022 16:42,1,3, , ,0.001,0
01/06/2022 16:43,1,3, , ,0.001,0.001
01/06/2022 16:44,1,3, , ,0,0
01/06/2022 16:45,1,3, , ,0,0
01/06/2022 16:46,1,3, , ,0.004,0.001
01/06/2022 16:47,1,3, , ,0,0
01/06/2022 16:48,1,3, , ,0.002,0
01/06/2022 16:49,1,3, , ,0.001,0.001
01/06/2022 16:50,1,3, , ,0,0
01/06/2022 16:51,1,3, , ,0,0
01/06/2022 16:52,1,3, , ,0.001,0
01/06/2022 16:53,1,3, , ,0,0
01/06/2022 16:54,1,3, , ,0.001,0
01/06/2022 16:55,1,3, , ,0,0
01/06/2022 16:56,1,3, , ,0.001,0
01/06/2022 16:57,1,3, , ,0,0
01/06/2022 16:58,1,3, , ,0,0
01/06/2022 16:59,1,3, , ,0,0
01/06/2022 17:00,1,3, , ,0,0
01/06/2022 17:01,1,3, , ,0,0
01/06/2022 17:02,1,3, , ,0.001,0.001
01/06/2022 17:03,1,3, , ,0,0
01/06/2022 17:04,1,3, , ,0.001,0
01/06/2022 17:05,1,3, , ,0.002,0
01/06/2022 17:06,1,3, , ,0.001,0
01/06/2022 17:07,1,3, , ,0,0
01/06/2022 17:08,1,3, , ,0,0
01/06/2022 17:09,1,3, , ,0,0
01/06/2022 17:10,1,3, , ,0,0
01/06/2022 17:11,1,3, , ,0,0
01/06/2022 17:12,1,3, , ,0,0
01/06/2022 17:13,1,3, , ,0.001,0
01/06/2022 17:14,1,3, , ,0,0
01/06/2022 17:15,1,3, , ,0.001,0.001
01/06/2022 17:16,1,3, , ,0,0
01/06/2022 17:17,1,3, , ,0,0
01/06/2022 17:18,1,3, , ,0,0
01/06/2022 17:19,1,3, , ,0.001,0.001
01/06/2022 17:20,1,3, , ,0,0
01/06/2022 17:21,1,3, , ,0.001,0
01/06/2022 17:22,1,3, , ,0,0
01/06/2022 17:23,1,3, , ,0,0
01/06/2022 17:24,1,3, , ,0,0
01/06/2022 17:25,1,3, , ,0,0
01/06/2022 17:26,1,3, , ,0,0
01/06/2022 17:27,1,3, , ,0,0
01/06/2022 17:28,1,3, , ,0,0
01/06/2022 17:29,1,3, , ,0.001,0
01/06/2022 17:30,1,3, , ,0.001,0
01/06/2022 17:31,1,3, , ,0.001,0
01/06/2022 17:32,1,3, , ,0.004,0
01/06/2022 17:33,1,3, , ,0,0
01/06/2022 17:34,1,3, , ,0,0
01/06/2022 17:35,1,3, , ,0,0
01/06/2022 17:36,1,3, , ,0,0
01/06/2022 17:37,1,3, , ,0,0
01/06/2022 17:38,1,3, , ,0,0
01/06/2022 17:39,1,3, , ,0.001,0.001
01/06/2022 17:40,1,3, , ,0,0
01/06/2022 17:41,1,3, , ,0.001,0.001
01/06/2022 17:42,1,3, , ,0,0
01/06/2022 17:43,1,3, , ,0,0
01/06/2022 17:44,1,3, , ,0,0
01/06/2022 17:45,1,3, , ,0.001,0
01/06/2022 17:46,1,3, , ,0,0
01/06/2022 17:47,1,3, , ,0.029,0.002
01/06/2022 17:48,1,3, , ,0,0
01/06/2022 17:49,1,3, , ,0.002,0.002
01/06/2022 17:50,1,3, , ,0.001,0
01/06/2022 17:51,1,3, , ,0,0
01/06/2022 17:52,1,3, , ,0,0
01/06/2022 17:53,1,3, , ,0.002,0.001
01/06/2022 17:54,1,3, , ,0,0
01/06/2022 17:55,1,3, , ,0.003,0.001
01/06/2022 17:56,1,3, , ,0.001,0
01/06/2022 17:57,1,3, , ,0.001,0.001
01/06/2022 17:58,1,3, , ,0.002,0.001
01/06/2022 17:59,1,3, , ,0.001,0.001
01/06/2022 18:00,1,3, , ,0.001,0
01/06/2022 18:01,1,3, , ,0.001,0.001
01/06/2022 18:02,1,3, , ,0.001,0.001
01/06/2022 18:03,1,3, , ,0.001,0.001
01/06/2022 18:04,1,3, , ,0.003,0.002
01/06/2022 18:05,1,3, , ,0.002,0.002
01/06/2022 18:06,1,3, , ,0.002,0.001
01/06/2022 18:07,1,3, , ,0.001,0.001
01/06/2022 18:08,1,3, , ,0.003,0.001
01/06/2022 18:09,1,3, , ,0.003,0.002
01/06/2022 18:10,1,3, , ,0.007,0.001
01/06/2022 18:11,1,3, , ,0.002,0.002
01/06/2022 18:12,1,3, , ,0.004,0.002
01/06/2022 18:13,1,3, , ,0.001,0.001
01/06/2022 18:14,1,3, , ,0.002,0.001
01/06/2022 18:15,1,3, , ,0.003,0.001
01/06/2022 18:16,1,3, , ,0,0
01/06/2022 18:17,1,3, , ,0.001,0
01/06/2022 18:18,1,3, , ,0.001,0.001
01/06/2022 18:19,1,3, , ,0.001,0
01/06/2022 18:20,1,3, , ,0,0
01/06/2022 18:21,1,3, , ,0,0
01/06/2022 18:22,1,3, , ,0,0
02/06/2022 13:58,1,3, , ,0.001,0
02/06/2022 13:59,1,3, , ,0.001,0
02/06/2022 14:00,1,3, , ,0.001,0.001
02/06/2022 14:01,1,3, , ,0,0
02/06/2022 14:02,1,3, , ,0,0
